Designator,Mid X,Mid Y,Rotation,Layer
D1,0.629942,-8.201012,90.0,top
J1,31.129942,12.298988,0.0,top
Q1,61.629942,-8.201012,270.0,top
R1,24.629942,6.298988,180.0,top
R2,36.129942,4.798988,180.0,top
RV1,31.129942,5.798988,180.0,top
